date;Nb(#);Duration;Amplitude;Magnitude;E(J);Longitude;Latitude;Depth;Type;File;LocMode;LocType;Projection;Operator;Timestamp;ID
20180921 045954.06;1;2.76;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018spdxxs;manual;not locatable;WGS84;JP;20180921T045954.06;2018-09#599
20180921 050356.76;1;4.98;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018spebkm;manual;not locatable;WGS84;JP;20180921T050356.76;2018-09#600
20180921 050704.92;2;3.96;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018speedb;manual;earthquake;WGS84;ABU;20180921T050704.92;2018-09#601
20180921 050728.80;1;2.94;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018speekx;manual;earthquake;WGS84;JP;20180921T050728.80;2018-09#620
20180921 051110.74;1;3.54;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018spehpu;manual;earthquake;WGS84;JP;20180921T051110.74;2018-09#621
20180921 051529.22;1;3.66;Faible;-0.1698217902;35096.7833393624;-61.66436188;16.04473992;-0.41796875;VOLCEMB;2018/09/21/ovsg2018speliw;manual;earthquake;WGS84;JP;20180921T051529.22;2018-09#602
20180921 053423.64;5;17.58;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018spfbpy;manual;earthquake;WGS84;ABU;20180921T053423.64;2018-09#622
20180921 053525.38;1;3.78;Faible;-0.2306342706;28447.7939783989;-61.66393115;16.04307363;-0.76953125;VOLCTECT;2018/09/21/ovsg2018spfcnm;manual;earthquake;WGS84;JP;20180921T053525.38;2018-09#603
20180921 054633.66;1;2.7;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/21/ovsg2018spfmco;manual;earthquake;WGS84;ABU;20180921T054633.66;2018-09#635
20180921 054715.24;3;10.92;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018spfmuc;manual;not locatable;WGS84;ABU;20180921T054715.24;2018-09#604
20180921 054755.50;4;15.24;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018spfnih;manual;not locatable;WGS84;ABU;20180921T054755.50;2018-09#605
20180921 054853.04;3;8.22;Faible;;;-61.66168;16.0427;;VOLCEMB;2018/09/21/ovsg2018spfocv;manual;earthquake;WGS84;ABU;20180921T054853.04;2018-09#623
20180921 054945.06;2;4.8;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018spfowp;manual;not locatable;WGS84;ABU;20180921T054945.06;2018-09#606
20180921 060000.66;1;2.34;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/21/ovsg2018spfxrw;manual;earthquake;WGS84;JP;20180921T060000.66;2018-09#624
20180921 061436.12;3;12.36;Faible;;;-61.66168;16.0427;;VOLCEMB;2018/09/21/ovsg2018spgkgz;manual;earthquake;WGS84;ABU;20180921T061436.12;2018-09#636
20180921 064040.38;6;21.3;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018sphguw;manual;not locatable;WGS84;ABU;20180921T064040.38;2018-09#607
20180921 064205.40;1;2.82;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/21/ovsg2018sphhyt;manual;earthquake;WGS84;JP;20180921T064205.40;2018-09#625
20180921 070252.38;1;3.42;Faible;-0.593178279;8132.65934939221;-61.66306969;16.04432334;-0.53515625;VOLCTECT;2018/09/21/ovsg2018sphzwk;manual;earthquake;WGS84;JP;20180921T070252.38;2018-09#626
20180921 075031.74;1;3.48;Faible;-0.2102196725;30526.0415662894;-61.66393115;16.0434902;-0.65234375;VOLCTECT;2018/09/21/ovsg2018spjoyt;manual;earthquake;WGS84;JP;20180921T075031.74;2018-09#610
20180921 080106.90;6;23.4;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018spjybw;manual;not locatable;WGS84;ABU;20180921T080106.90;2018-09#611
20180921 085736.60;1;2.64;Faible;-0.5912723252;8186.37268809247;-61.66414651;16.04369849;-0.7109375;VOLCTECT;2018/09/21/ovsg2018splusz;manual;earthquake;WGS84;JP;20180921T085736.60;2018-09#627
20180921 093449.14;7;19.08;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018spnauu;manual;earthquake;WGS84;ABU;20180921T093449.14;2018-09#628
20180921 094540.20;1;5.16;Faible;-0.224498599;29057.0888587634;-61.66328505;16.04369849;-0.4765625;VOLCTECT;2018/09/21/ovsg2018spnkdx;manual;earthquake;WGS84;ABU;20180921T094540.20;2018-09#638
20180921 105406.90;6;19.44;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018spprdd;manual;earthquake;WGS84;ABU;20180921T105406.90;2018-09#629
20180921 121519.20;5;16.86;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018spsjfa;manual;not locatable;WGS84;ABU;20180921T121519.20;2018-09#631
20180921 121924.90;6;13.44;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018spsmqg;manual;earthquake;WGS84;ABU;20180921T121924.90;2018-09#640
20180921 130747.58;4;13.92;Faible;;;-61.66168;16.0427;;VOLCEMB;2018/09/21/ovsg2018spucih;manual;earthquake;WGS84;ABU;20180921T130747.58;2018-09#642
20180921 142023.76;4;10.8;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018spwmww;manual;earthquake;WGS84;ABU;20180921T142023.76;2018-09#644
20180921 145356.28;2;4.74;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018spxpuo;manual;earthquake;WGS84;ABU;20180921T145356.28;2018-09#646
20180921 160624.12;2;8.1;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018sqaagd;manual;earthquake;WGS84;ABU;20180921T160624.12;2018-09#647
20180921 165217.10;3;9.72;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/21/ovsg2018sqbnux;manual;not locatable;WGS84;ABU;20180921T165217.10;2018-09#649
20180921 172832.22;4;9.54;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018sqctai;manual;earthquake;WGS84;ABU;20180921T172832.22;2018-09#651
20180921 175232.40;2;7.56;Faible;;;-61.66168;16.0427;;VOLCEMB;2018/09/21/ovsg2018sqdnsa;manual;earthquake;WGS84;ABU;20180921T175232.40;2018-09#652
20180921 180430.78;4;4.86;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/21/ovsg2018sqdyad;manual;earthquake;WGS84;ABU;20180921T180430.78;2018-09#653
20180921 183016.92;1;1.32;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/21/ovsg2018sqeufl;manual;earthquake;WGS84;ABU;20180921T183016.92;2018-09#655
20180921 185324.24;3;4.74;Faible;;;-61.66168;16.0427;;VOLCEMB;2018/09/21/ovsg2018sqfodt;manual;earthquake;WGS84;ABU;20180921T185324.24;2018-09#656
20180921 190521.18;1;5.58;Faible;;;-61.66168;16.0427;;VOLCEMB;2018/09/21/ovsg2018sqfylm;manual;earthquake;WGS84;ABU;20180921T190521.18;2018-09#657
20180921 201209.12;3;9;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018sqiead;manual;earthquake;WGS84;ABU;20180921T201209.12;2018-09#661
20180921 201437.14;1;6.24;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/22/ovsg2018sqigdj;manual;earthquake;WGS84;ABU;20180921T201437.14;2018-09#662
20180921 201516.80;2;9.24;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018sqigry;manual;earthquake;WGS84;ABU;20180921T201516.80;2018-09#663
20180921 210337.74;3;9.18;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018sqjwlc;manual;earthquake;WGS84;ABU;20180921T210337.74;2018-09#665
20180921 221547.28;3;7.92;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018sqmgoc;manual;earthquake;WGS84;ABU;20180921T221547.28;2018-09#666
20180921 225312.96;4;8.88;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018sqnmuk;manual;earthquake;WGS84;ABU;20180921T225312.96;2018-09#667
20180921 234715.78;2;6.9;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018sqphjk;manual;earthquake;WGS84;ABU;20180921T234715.78;2018-09#668
20180921 234931.62;3;7.14;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018sqpjie;manual;earthquake;WGS84;ABU;20180921T234931.62;2018-09#669
20180922 003243.74;3;7.86;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018sqquob;manual;earthquake;WGS84;ABU;20180922T003243.74;2018-09#670
20180922 010518.90;3;3;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018sqrwqc;manual;earthquake;WGS84;ABU;20180922T010518.90;2018-09#671
20180922 051424.60;1;10.98;Faible;;;-61.66333333;16.04433333;-0.33;VOLCEMB;2018/09/22/ovsg2018sradhw;manual;earthquake;WGS84;ABU;20180922T051424.60;2018-09#675
20180922 084006.12;1;8.7;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018srgynu;manual;earthquake;WGS84;ABU;20180922T084006.12;2018-09#677
20180922 085555.56;1;7.68;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018srhmed;automatic;;WGS84;ABU;20180922T085555.56;2018-09#678
20180922 092625.92;1;8.04;Faible;;;-61.66168;16.0427;;VOLCEMB;2018/09/22/ovsg2018srimlm;automatic;;WGS84;ABU;20180922T092625.92;2018-09#679
20180922 100619.32;1;3.06;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/22/ovsg2018srjuvl;automatic;;WGS84;ABU;20180922T100619.32;2018-09#680
20180922 111332.22;1;7.2;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018srmatk;automatic;;WGS84;ABU;20180922T111332.22;2018-09#681
20180922 124244.58;4;7.26;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018srozpx;automatic;;WGS84;ABU;20180922T124244.58;2018-09#684
20180922 125514.22;1;7.8;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018srpkjz;automatic;;WGS84;ABU;20180922T125514.22;2018-09#685
20180922 133815.06;1;9.66;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018srqvlt;automatic;;WGS84;ABU;20180922T133815.06;2018-09#686
20180922 144446.32;1;1.92;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/22/ovsg2018srtaub;automatic;;WGS84;ABU;20180922T144446.32;2018-09#688
20180922 150026.40;1;7.74;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018srtohb;automatic;;WGS84;ABU;20180922T150026.40;2018-09#689
20180922 160008.04;2;5.1;Faible;-0.2338986366;28128.8544017167;-61.66393115;16.04432334;-0.65234375;VOLCEMB;2018/09/22/ovsg2018srvnsz;manual;earthquake;WGS84;ABU;20180922T160008.04;2018-09#683
20180922 164016.74;1;5.52;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018srwwhu;automatic;;WGS84;ABU;20180922T164016.74;2018-09#690
20180922 164509.78;1;2.82;Faible;;;;;;VOLCTECT;;;;WGS84;ABU;20180922T164509.78;2018-09#693
20180922 164522.68;1;4.92;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018srxanf;automatic;;WGS84;ABU;20180922T164522.68;2018-09#694
20180922 170102.58;1;1.8;Faible;-0.4901754014;11607.4520396888;-61.66608479;16.04349019;-1.23828125;VOLCTECT;2018/09/22/ovsg2018srxoeo;manual;earthquake;WGS84;ABU;20180922T170102.58;2018-09#692
20180922 172927.78;1;3.06;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018srymrt;automatic;;WGS84;ABU;20180922T172927.78;2018-09#695
20180922 174027.48;1;3.84;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018srywef;automatic;;WGS84;ABU;20180922T174027.48;2018-09#696
20180922 180506.72;1;3.42;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/22/ovsg2018srzrkm;automatic;;WGS84;ABU;20180922T180506.72;2018-09#697
20180922 185810.98;1;2.34;Faible;0;;-61.703;15.979;0;VOLCTECT;2018/09/22/ovsg2018ssblee;automatic;;WGS84;ABU;20180922T185810.98;2018-09#699
20180922 193126.22;1;3.24;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/23/ovsg2018sscnut;automatic;;WGS84;ABU;20180922T193126.22;2018-09#706
20180922 195010.32;4;3.54;Faible;;;-61.677;16.0467;0;VOLCEMB;2018/09/22/ovsg2018ssddzf;manual;not locatable;WGS84;ABU;20180922T195010.32;2018-09#700
20180922 213059.46;1;3.96;Faible;;;-61.66168;16.0427;;VOLCEMB;2018/09/23/ovsg2018ssgmvg;automatic;;WGS84;ABU;20180922T213059.46;2018-09#707
20180922 213419.02;2;3.36;Faible;;;-61.6763;16.0398;0;VOLCEMB;2018/09/22/ovsg2018ssgprw;manual;not locatable;WGS84;ABU;20180922T213419.02;2018-09#701
20180922 214555.20;1;2.1;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/23/ovsg2018ssgzrv;automatic;;WGS84;ABU;20180922T214555.20;2018-09#708
20180922 222153.46;1;3.54;Faible;-0.1175719239;42038.0066109527;-61.66393115;16.04432334;-0.53515625;VOLCTECT;2018/09/22/ovsg2018ssiesk;manual;earthquake;WGS84;ABU;20180922T222153.46;2018-09#702
20180922 223759.16;1;1.5;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/23/ovsg2018ssisoj;automatic;;WGS84;ABU;20180922T223759.16;2018-09#709
20180922 224034.08;1;2.52;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/23/ovsg2018ssiuug;automatic;;WGS84;ABU;20180922T224034.08;2018-09#710
20180922 224812.06;1;1.62;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/23/ovsg2018ssjbjg;automatic;;WGS84;ABU;20180922T224812.06;2018-09#711
20180922 231503.24;1;5.52;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/23/ovsg2018ssjymv;automatic;;WGS84;ABU;20180922T231503.24;2018-09#712
20180922 233834.56;1;1.92;Faible;0;;-61.703;15.979;0;VOLCTECT;2018/09/22/ovsg2018ssksum;automatic;;WGS84;ABU;20180922T233834.56;2018-09#703
20180922 235034.38;2;5.7;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/22/ovsg2018ssldeb;manual;not locatable;WGS84;ABU;20180922T235034.38;2018-09#704
20180923 005630.66;1;2.04;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/23/ovsg2018ssnhxu;automatic;;WGS84;ABU;20180923T005630.66;2018-09#713
20180923 013035.76;1;3.12;Faible;;;-61.66168;16.0427;;VOLCTECT;2018/09/23/ovsg2018ssolhl;automatic;;WGS84;ABU;20180923T013035.76;2018-09#715
20180923 021453.94;1;9.6;Faible;;;-61.66306969;16.0434902;-0.53515625;VOLCEMB;2018/09/23/ovsg2018sspxnc;manual;earthquake;WGS84;ABU;20180923T021453.94;2018-09#718
20180923 021531.32;1;5.16;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/23/ovsg2018sspyad;automatic;;WGS84;ABU;20180923T021531.32;2018-09#722
20180923 025126.04;1;4.98;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/23/ovsg2018ssrcyw;automatic;;WGS84;ABU;20180923T025126.04;2018-09#723
20180923 025342.18;1;2.1;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/23/ovsg2018ssrexq;automatic;;WGS84;ABU;20180923T025342.18;2018-09#724
20180923 044317.58;3;8.58;Faible;-nan;NaN;-61.66393115;16.04557306;-0.53515625;VOLCEMB;2018/09/23/ovsg2018ssuvhp;manual;earthquake;WGS84;ABU;20180923T044317.58;2018-09#719
20180923 053156.64;1;2.52;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/23/ovsg2018sswlgv;automatic;;WGS84;ABU;20180923T053156.64;2018-09#725
20180923 061655.74;4;5.28;Faible;;;-61.703;15.979;0;VOLCEMB;2018/09/23/ovsg2018ssxyce;manual;earthquake;WGS84;ABU;20180923T061655.74;2018-09#721
20180923 084221.96;1;2.34;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/23/ovsg2018stctjb;manual;earthquake;WGS84;ABU;20180923T084221.96;2018-09#726
20180923 084729.40;1;2.46;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/23/ovsg2018stcxub;manual;earthquake;WGS84;ABU;20180923T084729.40;2018-09#727
20180923 161005.34;1;2.16;Faible;-0.4047201048;15592.6468469574;-61.66393115;16.04307363;-0.76953125;VOLCEMB;2018/09/23/ovsg2018strpel;manual;earthquake;WGS84;ABU;20180923T161005.34;2018-09#729
20180923 190110.92;1;3.48;Faible;-0.1877467783;32989.8113865461;-61.66436188;16.04307363;-0.88671875;VOLCTECT;2018/09/23/ovsg2018stxgpn;manual;earthquake;WGS84;ABU;20180923T190110.92;2018-09#731
20180924 014049.08;1;4.5;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/30/ovsg2018sukmzp;automatic;;WGS84;RM;20180924T014049.08;2018-09#827
20180924 070035.16;1;2.46;Faible;0;;-61.703;15.979;0;VOLCTECT;2018/09/24/ovsg2018suvcog;automatic;;WGS84;JP;20180924T070035.16;2018-09#737
20180924 203352.50;1;5.4;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/24/ovsg2018svwbji;automatic;;WGS84;RM;20180924T203352.50;2018-09#747
20180924 211705.40;1;2.76;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/25/ovsg2018svxmpp;automatic;;WGS84;RM;20180924T211705.40;2018-09#750
20180924 234557.72;1;6.84;Faible;0;;-61.703;15.979;0;VOLCLP;2018/09/24/ovsg2018swckya;automatic;;WGS84;RM;20180924T234557.72;2018-09#749
20180925 073733.36;1;2.52;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/30/ovsg2018swsbha;automatic;;WGS84;RM;20180925T073733.36;2018-09#828
20180925 094852.86;1;2.46;Faible;0;;-61.703;15.979;0;VOLCTECT;2018/09/25/ovsg2018swwklw;automatic;;WGS84;JP;20180925T094852.86;2018-09#752
20180925 100250.88;1;1.92;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/30/ovsg2018swwwmb;automatic;;WGS84;RM;20180925T100250.88;2018-09#829
20180925 155755.92;1;3;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/25/ovsg2018sxiqlp;automatic;;WGS84;RM;20180925T155755.92;2018-09#767
20180925 213624.90;1;2.28;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/25/ovsg2018sxtwdg;automatic;;WGS84;RM;20180925T213624.90;2018-09#771
20180926 014220.10;1;2.7;Faible;-0.366734474;17778.6298890884;-61.66350042;16.04307363;-1.00390625;VOLCTECT;2018/09/26/ovsg2018sycabs;manual;earthquake;WGS84;JP;20180926T014220.10;2018-09#772
20180926 103044.28;1;2.46;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/30/ovsg2018sytnka;automatic;;WGS84;RM;20180926T103044.28;2018-09#831
20180926 112552.14;1;4.26;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/26/ovsg2018syvixg;automatic;;WGS84;RM;20180926T112552.14;2018-09#776
20180926 113636.48;1;2.4;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/30/ovsg2018syvsdt;automatic;;WGS84;RM;20180926T113636.48;2018-09#832
20180926 114904.44;1;3.96;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/26/ovsg2018sywcxb;automatic;;WGS84;RM;20180926T114904.44;2018-09#777
20180926 115106.06;1;2.7;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/26/ovsg2018syweqq;automatic;;WGS84;RM;20180926T115106.06;2018-09#778
20180926 120005.10;1;2.34;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/26/ovsg2018sywmjx;automatic;;WGS84;RM;20180926T120005.10;2018-09#779
20180926 120957.78;1;2.7;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/30/ovsg2018sywuwy;automatic;;WGS84;RM;20180926T120957.78;2018-09#833
20180926 162324.60;1;4.32;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/26/ovsg2018szffhl;automatic;;WGS84;RM;20180926T162324.60;2018-09#783
20180927 183028.98;1;2.16;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/27/ovsg2018tbfdrf;automatic;;WGS84;RM;20180927T183028.98;2018-09#792
20180927 184937.26;1;2.52;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/27/ovsg2018tbfueh;automatic;;WGS84;RM;20180927T184937.26;2018-09#793
20180928 073009.78;1;3.42;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/30/ovsg2018tceznw;automatic;;WGS84;RM;20180928T073009.78;2018-09#835
20180929 041243.26;1;3.96;Faible;;;-61.66907;16.04454;;VOLCEMB;2018/09/29/ovsg2018tduehh;automatic;;WGS84;RM;20180929T041243.26;2018-09#811
20180930 090002.64;1;4.02;Faible;;;-61.28223;15.94935;;VOLCLP;2018/09/30/ovsg2018tfzktl;automatic;;WGS84;RM;20180930T090002.64;2018-09#821
20180930 090620.58;1;2.7;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/10/01/ovsg2018tfzqep;automatic;;WGS84;RM;20180930T090620.58;2018-09#837
20180930 091908.10;1;4.26;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/30/ovsg2018tgabfj;automatic;;WGS84;RM;20180930T091908.10;2018-09#822
20180930 092728.02;1;5.16;Faible;;;-61.65724;16.04001;;VOLCTECT;2018/10/01/ovsg2018tgaikb;automatic;;WGS84;RM;20180930T092728.02;2018-09#838
20180930 093352.26;1;3.72;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/10/01/ovsg2018tganxm;automatic;;WGS84;RM;20180930T093352.26;2018-09#839
20180930 095047.58;1;3.6;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/10/01/ovsg2018tgbcmm;automatic;;WGS84;RM;20180930T095047.58;2018-09#840
20180930 130345.12;1;3.72;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/09/30/ovsg2018tghmtw;automatic;;WGS84;RM;20180930T130345.12;2018-09#823
20180930 130607.68;1;3.3;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/10/01/ovsg2018tghouw;automatic;;WGS84;RM;20180930T130607.68;2018-09#841
20180930 140127.00;1;10;Faible;-0.4163260157;14979.9711326027;-61.66436188;16.04432334;-0.53515625;VOLCTECT;2018/09/30/ovsg2018tgjkmz;manual;earthquake;WGS84;GU;20180930T140127.00;2018-09#819
20180930 212645.18;1;3.78;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/10/01/ovsg2018tgyefl;automatic;;WGS84;RM;20180930T212645.18;2018-09#842
20180930 212650.10;1;3.54;Faible;;;;;;VOLCTECT;;;;WGS84;RM;20180930T212650.10;2018-09#843
20181001 013452.50;1;4.44;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/10/01/ovsg2018thgkal;automatic;;WGS84;RM;20181001T013452.50;2018-10#4
20181001 023113.86;1;2.64;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/10/01/ovsg2018thigoz;automatic;;WGS84;RM;20181001T023113.86;2018-10#6
20181001 024433.06;1;6.42;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/10/01/ovsg2018thisbs;automatic;;WGS84;RM;20181001T024433.06;2018-10#7
20181001 025026.52;1;3.72;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/10/01/ovsg2018thixdn;automatic;;WGS84;RM;20181001T025026.52;2018-10#8
20181001 030842.12;1;4.02;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/10/01/ovsg2018thjmwu;automatic;;WGS84;RM;20181001T030842.12;2018-10#10
20181001 033503.00;1;3.36;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/10/01/ovsg2018thkjpd;automatic;;WGS84;RM;20181001T033503.00;2018-10#11
20181001 034758.56;1;2.52;Faible;-0.7951035362;4048.97127478641;-61.66436188;16.04390677;-0.41796875;VOLCTECT;2018/10/01/ovsg2018thkusm;manual;earthquake;WGS84;RM;20181001T034758.56;2018-10#9
20181001 035130.36;1;3.54;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/10/01/ovsg2018thkxts;automatic;;WGS84;RM;20181001T035130.36;2018-10#12
20181001 035749.20;1;3.6;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/10/01/ovsg2018thldff;automatic;;WGS84;RM;20181001T035749.20;2018-10#13
20181001 035927.66;1;2.52;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/10/01/ovsg2018thlepv;automatic;;WGS84;RM;20181001T035927.66;2018-10#14
20181001 040901.68;1;2.88;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/10/01/ovsg2018thlmwe;automatic;;WGS84;RM;20181001T040901.68;2018-10#15
20181001 041143.80;1;3.54;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/10/01/ovsg2018thlpeq;automatic;;WGS84;RM;20181001T041143.80;2018-10#16
20181001 042445.36;1;3.12;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/10/01/ovsg2018thmakr;automatic;;WGS84;RM;20181001T042445.36;2018-10#17
20181001 081017.34;1;5.16;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/10/01/ovsg2018thtmtr;automatic;;WGS84;CL;20181001T081017.34;2018-10#24
20181001 094931.86;1;2.34;Faible;-0.9282408851;2556.45806030469;-61.66393115;16.04473992;-0.65234375;VOLCTECT;2018/10/01/ovsg2018thwugu;manual;earthquake;WGS84;ABU;20181001T094931.86;2018-10#20
20181001 095150.52;1;3.72;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/10/01/ovsg2018thwwgx;automatic;;WGS84;CL;20181001T095150.52;2018-10#25
20181001 125849.26;1;3.48;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/10/01/ovsg2018tidbkf;automatic;;WGS84;RM;20181001T125849.26;2018-10#27
20181001 170339.30;1;2.22;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/10/01/ovsg2018tilejq;automatic;;WGS84;ABU;20181001T170339.30;2018-10#31
20181001 174255.86;1;2.04;Faible;;;-61.66168;16.0427;;VOLCTECT;2018/10/01/ovsg2018timmfk;automatic;;WGS84;ABU;20181001T174255.86;2018-10#32
20181001 182046.02;1;1.32;Faible;;;-61.66907;16.04454;;VOLCTECT;2018/10/01/ovsg2018tinsvl;automatic;;WGS84;ABU;20181001T182046.02;2018-10#33
